contract_address,name,symbol,decimals
happynewyear.tkn.near,Happy New Year!,HAPPYNEWYEAR,0
harris.token0.near,kamala,HARRIS,18
harry.gra-fun.near,Harrrybolz,Harry,24
harvest.tkn.near,MOON🌕,HARVEST,18
hat.tkn.near,Buidlers Wear Hard Hats,HAT,18
hatchening-1176.meme-cooking.near,The Hatchening,Hatchening,18
hateai.aidols.near,HATE OPENAI,HATEAI,24
hater.tkn.near,NEAR HATERS,HATER,18
hawktuah.token0.near,HawkTuahGurl,HAWKTUAH,18
hbar.gra-fun.near,HODLBar,HBar,24
hbsc.tkn.near,HIBISCUS COIN,HBSC,18
hcat.tkn.near,HuhCat,HCAT,18
hct.tkn.near,Honey Coin,HCT,8
hdogg.tfactory.near,High Dog,HDOGG,18
hdsk.gra-fun.near,Hidden Tesla,hdsk,24
heaven-744.meme-cooking.near,Heaven,HEAVEN,18
hell1.tfactory.near,Hell,HELL,18
hentai.aidols.near,hentAI,hentAI,24
hhb.aidols.near,HatHackBot,HHB,24
hi5nearcrowd.tkn.near,I will buy a account crowd. DM telegram @Markess0,Hi5Nearcrowd,0
hidunk.gra-fun.near,Hidden Documents,hidunk,24
highmt.gra-fun.near,Am I Elevated?,highmt,24
higos.dagro.near,Higos,HIGOS,6
hijack-252.meme-cooking.near,HiJack Community,Hijack,18
hijack-251.meme-cooking.near,HiJack,HiJack,18
hitman9.token0.near,Turkish Hitman,HITMAN,18
hl.gra-fun.near,HOTlister,HL,24
hless.tamada.near,hless,HLESS,6
libre_instrument_2.near,Libre SAF VCC - HL Scope Private Credit Access A,HLSPCA,18
hmb-1420.meme-cooking.near,HUMANBREAD,HMB,18
hmm.tfactory.near,Hmm🤔,Hmm,18
hmn.aidols.near,Humanity,HMN,24
hmstr1.token0.near,HAMSTER COMBAT,HMSTR,18
hmstr.token0.near,HAMSTER KOMBAT ,HMSTR,18
hodl.tkn.near,HODL,HODL,1
hoi.tkn.near,$HOI,HOI,18
token.honeybot.near,Honey,HONEY,24
honey.tkn.near,No Money No Honey,HONEY,10
hongdou.tkn.near,hongdou,hongdou,18
hongo.dagro.near,Hongo,HONGO,6
hooba.tkn.near,HOOBA,HOOBA,18
hoobatoken.tkn.near,HOOBA,HOOBATOKEN,18
hoot-657.meme-cooking.near,HOOT,HOOT,18
horny.tkn.near,Horny,HORNY,18
hornyillia-314.meme-cooking.near,HORNYILLIA,HORNYILLIA,18
hot.token0.near,Hot,HOT,18
hot1.token0.near,Hot,HOT,18
game.hot.tg,HOT,HOT,6
game.hot-token.near,HOT Coin,HOT,6
hot.tkn.near,HOT,HOT,18
hot.gra-fun.near,HOT,HOT,24
hot-559.meme-cooking.near,HOT,HOT,18
hot.aidols.near,HOT,HOT,24
hotd.gra-fun.near,Hot dog,HOTD,24
hotdog.gra-fun.near,HotDog,HotDog,24
hotsauce.dsauce.near,hot sauce,HOTS,24
hotshit.token0.near,Hotshit meme,HOTSHIT,18
hott.gra-fun.near,HOT,HOTT,24
hotter.gra-fun.near,HARRY OTTER,HOTTER,24
hp.gra-fun.near,Happy Peppy,HP,24
hpls.gra-fun.near,Era P,hpls,24
hrt.tkn.near,Honorable Republican ,HRT,18
hu.tfactory.near,HUHU,HU,18
huawei.nrc-20.near,HUAWEI,HUAWEI,8
huh.tfactory.near,HUH,HUH,18
huhcat.tkn.near,HUHCAT,HUHCAT,18
human1.tfactory.near,Human,HUMAN,18
human.tfactory.near,Human,HUMAN,18
husky.tkn.near,Siberian husky,HUSKY,0
hust-1524.meme-cooking.near,HustlerCoin,HUST,18
hvrst.tkn.near,Hvorost,HVRST,9
hwkth.token0.near,Hawk Tuah,HWKTH,18
hy.token0.near,HAY,HY,18
hybrid.aidols.near,HYBRID,HYBRID,24
hype.tkn.near,HYPE,HYPE,18
i.token0.near,XSLYMN,I,18
i3ceo.aidols.near,Web3 Wonder-CEO Illia,I3CEO,24
ibox.tkn.near,ibox,IBOX,18
ibw.aidols.near,Illia the Blockchain Whisperer,IBW,24
ic.tkn.near,Idea Coin,IC,18
iceosupreme.aidols.near,Illia CEO Supreme,ICeoSupreme,24
ichk.token0.near,ichkeria,ICHK,18
ico.tkn.near,Iyaad Coin (Official),ICO,4
icon.tkn.near,The Iyaad Coin,ICON,4
idea-token.initeio.near,IDEA Token,IDEA,24
idea.initeio.near,IDEA Token,IDEA,24
idna.tkn.near,idena,idna,18
idol.aidols.near,AIDOL,IDOL,24
ikenga.tkn.near, DEDE,IKENGA,24
kharkivbest.near,ilaha,ilaha,0
ilike.tkn.near,I Like,ILIKE,0
illai.gra-fun.near,illAI,illAI,24
illai.aidols.near,Illia the CEO-bot,ILLAI,24
illfox.aidols.near,ILLIA ON FOX,ILLFOX,24
illia123.aidols.near,Illuminator Illia,Illia123,24
illiaai-1346.meme-cooking.near,👾 IIlia Polosukhin,IlliaAI,18
illiabuterin.tkn.near,Illiatalik Buterukhin,IlliaButerin,18
illiaceo.aidols.near,Illia the Visionary CEO Bot,IlliaCEO,24
illiafun.gra-fun.near,IlliaFun,illiafun,24
illiapolosukhin.tkn.near,Illia Polosukhin,IlliaPolosukhin,18
illiawifhat.tkn.near,IlliaWifHat,IlliaWifHat,18
illiyappan.polusukhvarma.near,Illiyappan Polusukhvarma,ILLIYAPPAN,8
ilove.tkn.near,I Love,ILOVE,0
ilpepe.token0.near,ilpepe,ILPEPE,18
iluvu.tkn.near,I Love You,ILUVU,18
ima.tkn.near,Imara,IMA,18
img_8327-1591.meme-cooking.near,GOON,IMG_8327,18
imosthigh.tkn.near,iMostHigh,iMostHigh,18
indulgency.tkn.near,Forgive Yourself,Indulgency,18
inear.tkn.near,INEAR,INEAR,24
infinity.tkn.near,🔴INFINITY,INFINITY,10
infout.gra-fun.near,Fiscal Excess,infout,24
init.initeio.near,INIT Token,INIT,24
init-token.initeio.near,INIT Token,INIT,24
inline.tkn.near,inline,inline,18
triplezz.near,Insane Token 💸,INSE,0
inspira.near,INSP,INSP,8
intel.tkn.near,INTEAR,INTEL,18
intent-1070.meme-cooking.near,$INTENT,INTENT,18
intents-448.meme-cooking.near,INTENTS,INTENTS,18
iota-1123.meme-cooking.near,IOTA sui la!,IOTA,18
iotha.tkn.near,iothaPaw,iotha,18
ip.gra-fun.near,Illia Polosukhin,IP,24
ipt.tkn.near,IPT,IPT,18
ita.token0.near,IronTeslaAI,ITA,18
9873182a141cc2212b902f59ce26bf815eb63ebf6a7d1c02920f0cdb2572b2f6,Intellex AI Protocol Token,ITLX,24
a92406ba520894c277c92fb42acfffe294fb4bacedf4111c4de5c509f48e030e,Intellex AI Protocol Token,ITLX,24
itlx_2.intellex_agents_owner_1.near,Intellex AI Protocol Token (TESTING),ITLX2,24
ivceo.aidols.near,IlliaVision,IVCEO,24
ivsml.aidols.near,Ivan Smile,IVSML,24
ivy.aidols.near,TradeVirtu,IVY,24
iw3ceo.aidols.near,Illia the Web3 Wonder CEO,IW3CEO,24
iwill.tkn.near,YES,IWILL,0
ixtm.near,IXTM,IXTM,8
james.tkn.near,James,JAMES,18
jbouw.tkn.near,The Original Joshua J. Bouw Cred Points,JBOUW,0
jeet.aidols.near,JeetMaster,JEET,24
jesus-1413.meme-cooking.near,JesusOnNear,jesus,18
jeton.token0.near,Jeton,JETON,18
jewcoin.near,Jew Coin,JEWS,4
jfpedro.gra-fun.near,Fairness For Pedro,jfpedro,24
jholudi.tkn.near,JHOLUDI,JHOLUDI,0
jim.token0.near,Jimmy,JIM,18
jj.token0.near,Blum,JJ,18
temujalar.near,Jalar,JLR,18
jlu-1018.meme-cooking.near,Juicy Lucy,JLU,18
jlu.aidols.near,Juicy Lucy,JLU,24
jna-1187.meme-cooking.near,Jeeters Not Allowed ,JNA,18
jna.tkn.near,Jeeters Not Allowed,JNA,18
jnpdc.aidols.near,JORGE NUNO PINTO DA COSTA,JNPDC,24
jordi.tkn.near,Jordi Baylina Token,JORDI,0
token.joyv1.near,JoyGotchi testnet token,JOY,24
jq34.mtmx.near,ANTALYA SIRIUS TOWN NFT Paylari,JQ34,24
julie.tkn.near,Julie,JULIE,18
jumptoken.jumpfinance.near,JUMP,JUMP,18
jux.tkn.near,Juxtaposition,JUX,18
winterthur.near,Kraken Coins 🐙,K🐙,0
mariuz.near,Kreis10Terror,K10T,0
kafu.tkn.near,karafuru,KAFU,18
wallet.preprod-kaiching.near,Kai-Ching Token,KAIC,8
wallet.kaiching,Kai-Ching,KAIC,8
base-0x98d0baa52b2d063e780de12f615f963fe8537553.omft.near,KAITO,KAITO,18
sol-0xab8d0dec686661d742d366277ac459973c046f2c.omdep.near,KAMMA,KAMMA,9
kat.tkn.near,Meerkat Ticket,KAT,18
kb.gra-fun.near,Kupi_budlaska,Kb,24
kev.tkn.near,Kevin,KEV,18
kiki2.gra-fun.near,Kiki Cash,kiki2,24
king.tkn.near,The time is always right to do what is right.,KING,0
kiss.tkn.near,Kiss,KISS,0
kitty.tkn.near,Crasskitty,KITTY,18
kkd.tkn.near,KalakendraDAO,KKD,18
kmdrae.ribano.near,Kemedar UAE Stock,KMDRAE,0
kmdreg-riba.ribano.near,KEMEDAR-EG,KMDREG,0
rib-eg.ribano.near,KEMEDAR-EG,KMDREG,0
kmdreg.ribano.near,KEMEDAR-EG,KMDREG,0
kmdrqa.ribano.near,Kemedar Qatar Stock,KMDRQA,0
kmdr-sa.ribano.near,Kemedar Saudi Arabia Stock,KMDR-SA,0
kmdrsa.ribano.near,Kemedar Saudi Arabia Stock,KMDRSA,0
kmdruae.ribano.near,KEMEDAR-UAE,KMDRUAE,0
kmdrvi.ribano.near,Kemedar Vietnam Stock,KMDRVI,0
kmdrvn.ribano.near,KEMEDAR-VN,KMDRVN,0
know.tkn.near,Knowledge,KNOW,18
kobe.tfactory.near,KOBE,KOBE,18
kome.token0.near,King of meme,KOME,18
kong-333.meme-cooking.near,The Near Kong,KONG,18
kongztoken.near,KONGZ,KONGZ,8
koro.tkn.near,Korosenai Coin,KORO,18
kotn-226.meme-cooking.near,King of the NEARs!,KOTN,18
kotya.tkn.near,KOTЯ,KOTYA,18
kpr.tkn.near,KPR Token,KPR,0
kruton.token0.near,KruTon,KRUTON,18
kryaken.gra-fun.near,TGRAT,Kryaken,24
kusama_airdrop.near,Kusama - Swap on kusamaswap.com,KSM,5
kusama-airdrop.near,Kusama - Swap on kusamaswap.com,KSM,5
7162469321ae5880f077d250b626f3271b21b903.factory.bridge.near,KillSwitchToken,KSW,18
ktch.tkn.near,Katecash,ktch,18
ktk.tkn.near,kotyk,KTK,18
kurt.aidols.near,Kurt Vonnegut,kurt,24
kvlad.tkn.near,KryptoVlada,KVLAD,18
kvln.tkn.near,Kevalin,KVLN,18
kwtbaby.gra-fun.near,Cute Infant,kwtbaby,24
kzam.tkn.near,kazaambaby,KZAM,18
schaffhausen.near,LANG,L,0
labubu-271.meme-cooking.near,LABUBU,LABUBU,18
lady.aidols.near,NearLadyAI,LADY,24
lambo.tool-box.near,LAMBO,LAMBO,1
land.tkn.near,Land,LAND,18
lane.token0.near,Lady Nearia,LANE,18
lasthe.gra-fun.near,The Last Holder,lasthe,24
lavsqu.gra-fun.near,Gopnik Spirit,lavsqu,24
ft.mil_lesya.near,LesyaCoin,LC,24
lc.token0.near,LyCoin,LC,18
ldbrsdg.gra-fun.near,Canine Harmony,ldbrsdg,24
76a6baa20598b6d203d3eae6cc87e326bcb60e43.factory.bridge.near,Law Diamond Token,LDT,18
leche.dagro.near,Leche,LECHE,6
lechoza.dagro.near,Lechoza,LECHOZA,6
lee.tkn.near,leek token,lee,2
leek.tkn.near,leek token,leek,2
legup.gra-fun.near,another step forward,legup,24
5d1e237d348277d2f8a22dc683e3d57f285c3bb3.factory.bridge.near,LENS Collection,LENS,18
lfg.tkn.near,L.F.G.!,LFG,18
lg.tkn.near,Leprechaun Gold,LG,18
lgbt.tkn.near,Hey👏hey👏Ho👏ho👏Homophobia's👏got👏to👏go👏,LGBT,18
lgmagic.gra-fun.near,Legends Unite,lgmagic,24
lib.aidols.near,Liber8,LIB,24
liberty.tkn.near,"Liberty - the power or scope to act as one pleases. ""individuals should enjoy the liberty to pursue their own interests and preferences""",LIBERTY,18
libra.aidols.near,LIBRA,LIBRA,24
lie.token0.near,It's All A Lie,LIE,18
life.tkn.near,"change my life if 10,000 people send me 0.1 NEAR{8739de66ff4a88bc6c229551cb295b82301faad913948bd7a68f96c156496f94} or buy this token, it will change my life a lot 0.1 NEAR: nothing for you for me - lifechange    ",life,18
lil90s.gra-fun.near,Retro Blossom,lil90s,24
limon.dagro.near,Limon,LIMON,6
linear-staging.near,LiNEAR,LINEAR,24
linear_protocol.near,$Linear Protocol Rewards (https://linearprotocol.net),LinearProtocol.net,24
eth-0x514910771af9ca656af840dff83e8264ecf986ca.omft.near,ChainLink Token,LINK,18
lizzy.woothugg.near,LIZZY,LIZZY,24
lockedjumptoken.jumpfinance.near,Locked JUMP,LJUMP,18
localmakermart.tkn.near,LocalMakerMart,LocalMakerMart,18
lofi.gra-fun.near,Lofi ,LOFI,24
loki.tkn.near,Loki,LOKI,18
lol.tkn.near,LOL Memecoin,LOL,4
memelol.near,LOL Memecoin,LOL,24
v0.memelol.near,LOL MemeCoin,LOL,24
longcat.token0.near,$LONGCAT AI CALLER,LONGCAT,18
token.lonk2024.near,LONK fungible token,LONK,8
lonk.tkn.near,LONK,LONK,18
lonkrewards.near,$Lonk Meme Rewards (https://lonkmeme.com),LonkMeme.com,24
loom.tkn.near,Loom Dao Token,Loom,1
love.tkn.near,Love Token,Love,18
loveme.tkn.near,LoveMe,Loveme,18
lover.tkn.near,NEAR LOVERS,LOVER,18
lovet.gra-fun.near,LovelyAsset,lovet,24
lp-usdc.zkrouter.near,LP Electron USDC,LP eUSDC,6
light-token.near,Lights,LTS,8
ce84ee6aa2d3d84325c528b25a248b50c5edad68.factory.bridge.near,Lights,LTS,18
lts_token.near,Lights,LTS,8
ltt.tkn.near,Louis Test Token,LTT,18
lubun.gra-fun.near,Luigi Roll,lubun,24
luck.tkn.near,Luck,LUCK,0
lucky-273.meme-cooking.near,DapperDalmation,LUCKY,18
luckybastard.tkn.near,lucky-bastard,luckybastard,18
lulsrg.gra-fun.near,Luluumba SRG,lulsrg,24
luna.token.a11bd.near,Luna,LUNA,24
luxurytraveltoken.tkn.near,Luxury Travel Token,LuxuryTravelToken,18
lvygrk.gra-fun.near,Livvy and Baby Gronk,lvygrk,24
lwn.tknx.near,LOST WOLVES NOMAD,LWN,18
lwn.tkn.near,Learn with NEAR,LWN,18
sanvito.near,King G,M,0
macflr.gra-fun.near,Floral Haven,macflr,24
macho.token0.near,Mar(IA)cho,MACHO,18
mad.token0.near,Madman,MAD,18
maestro.token0.near,Evgeny Kuzyakov,MAESTRO,18
mag.tkn.near,Magicules,MAG,18
maga.token0.near,MAKE AMERICA GREAT AGAIN,MAGA,18
magaibawifhat.tkn.near,MAGAIBA WIF HAT,MAGAIBAWIFHAT,18
magic.tkn.near,Magic Token,MAGIC,18
mahatmagandhi.tkn.near,Be the change that you wish to see in the world.,MAHATMAGANDHI,0
maiz.dagro.near,Maiz,MAIZ,6
mama.token0.near,GranWIFhat,MAMA,18
mango.dagro.near,Mango,MANGO,6
maria.tkn.near,Maria,MARIA,18
mark.gra-fun.near,MARK,MARK,24
marp.gra-fun.near,MARPI Token,marp,24
mars.tkn.near, DEDE,Mars,18
martian.tkn.near,MartianDOGE,MARTIAN,18
martinlutherkingjr.tkn.near,The time is always right to do what is right.,MARTINLUTHERKINGJR,0
masia.token0.near,MasiaCoin,MASIA,18
mask.tkn.near,MASK,MASK,18
massive-260.meme-cooking.near,AVBs ASSHOLE,MASSIVE,18
mat.tkn.near,Materials,MAT,18
max-1082.meme-cooking.near,Max Verstappen,MAX,18
mazertoken.near,Mental Maze,MAZER,8
mbga.tkn.near,Make Blockchain Great Again,MBGA,18
mbpp2.token0.near,Mbappépe on NEAR,MBPP,18
mbpp3.token0.near,Mbappépe ,MBPP,18
mbrgr.aidols.near,Memebringer,MBRGR,24
mcat.gra-fun.near,Moon Cat ,MCAT,24
mcd.gra-fun.near,McCoin,MCD,24
mcdonld.gra-fun.near,MickyMatt,mcdonld,24
mcg.aidols.near,Memecoin Maven,MCG,24
mcn-992.meme-cooking.near,MC IN NEAR,MCN,18
mcs.tkn.near,Meme Coin Store,MCS,18
mdks.tfactory.near,modekos,MDKS,18
med.tkn.near,MED,MED,3
meek.tkn.near,MeekBlaize return my money and show your buys,MEEK,24
meekrev.tkn.near,MEEK REVIVAL ,MEEKREV,18
sol-d600e625449a4d9380eaf5e3265e54c90d34e260.omft.near,Melania Meme,MELANIA,6
rmarinho.near,MelCoin,MELC,0
melodrama.tkn.near,MELODRAMA,MELODRAMA,18
memiko.near,Memiko,MEM,24
mem.tkn.near,NMEME,MEM,18
test_mycontract.near,Memiko,MEM,24
meme.tkn.near,MEME 💎🚀 Universal Idea Token,MEME,8
meme.token0.near,MEME,MEME,18
memegenie.aidols.near,Memify Genie,MemeGenie,24
mememind.aidols.near,MemeCoin Mastermind,MEMEMIND,24
memex.token0.near,MemeX,MEMEX,18
memez.gra-fun.near,Meme Hub,memez,24
meow.tkn.near,Meows,MEOW,18
pre.meteor-token.near,Meteor Pre Token,MEPT,8
meraki.tkn.near,MERAKI,MERAKI,18
meritocracy.tkn.near,MERITOCRACY,MERITOCRACY,18
meritocracycoin.tkn.near,MERITOCRACY COIN,MERITOCRACYCOIN,18
merrychristmas.tkn.near,Merry Christmas!,MERRYCHRISTMAS,0
meta.tkn.near,Metaverse Universal Currency,META,18
meta.token0.near,Metapool,META,18
metacoin.tkn.near,Metacoin,METACOIN,18
metapools.near,$Meta Pool Rewards (https://metapools.org),MetaPools.org,24
metrop.near,METROP,METROP,8
mew.token0.near,Mew,MEW,18
mfox.gra-fun.near,Mad Alice Fox,MFOX,24
ft.metafoxonry.near,MFOX,MFOX,18
mfrog1.tfactory.near,Angry Meme Frog,MFROG,18
mg.token0.near,MudGuard,MG,18
mg.tkn.near,Matias,MG,18
mga.gra-fun.near,MISHANINA,MGA,24
mgai-711.meme-cooking.near,Mogw.AI,MGAI,18
mgsp.tkn.near,MEGASHOPING-PRUEBA,MGSP,18
mgt.gra-fun.near,Mr. Garrison - Trump,MGT,24
mhmdtst.tkn.near,Muhammed Test,MHMDTST,18
mi.token0.near,MaxInvest,MI,18
mi-1319.meme-cooking.near,MaxInvest,MI,18
microsoft.token0.near,MICROSOFT,MICROSOFT,18
mika.tkn.near,Mikasa,MIKA,18
mike.tkn.near,MIKE,MIKE,18
milf.tkn.near,Hot Wife Points,MILF,18
milk.nrc-20.near,MILK,MILK,8
mime.token0.near,mitte:meme,MIME,18
mira.tkn.near,MIRA,MIRA,0
misfits.tkn.near,Misfits token,Misfits,18
mjoker.tkn.near,MadJoker,mJOKER,18
mlgrt.gra-fun.near,Milei's Brilliance,mlgrt,24
moliets.near,Moliets👌,MLTS,0
mm.tkn.near,猫猫,MM,18
mmr.tkn.near,MakeMeRich,MMR,18
mmw.aidols.near,The Meme Machine Whisperer,MMW,24
39fc9e94caeacb435842fadedecb783589f50f5f.factory.bridge.near,MANUFACTORY,MNFT,18
mnga-376.meme-cooking.near,Make Near Great Again,MNGA,18
mnw.gra-fun.near,mynearwallet,MNW,24
mochi.tkn.near,Mochi,MOCHI,19
aurora.mocks.near,Mock Aurora,MOCK-AURORA,18
brrr.mocks.near,Mock Burrow Token,MOCK-BRRR,18
corn.v1.corn-staging.near,Mock Cornerstone,MOCK-CORN,18
linear.mocks.near,Mock LiNEAR,MOCK-LINEAR,24
ref.mocks.near,Mock Ref Finance Token,MOCK-REF,18
usdc.mocks.near,Mock USD Coin,MOCK-USDC,6
usdt.mocks.near,Mock Tether USD,MOCK-USDT.e,6
usn.mocks.near,Mock USN,MOCK-USN,18
wnear.mocks.near,Mock Wrapped NEAR fungible token,MOCK-wNEAR,24
moe.gra-fun.near,Moe Szyslak,MOE,24
eth-0xaaee1a9723aadb7afa2810263653a34ba2c21c7a.omft.near,Mog Coin,MOG,18
mono.tkn.near,MonoMint,MONO,18
monsters-alpha.near,NEAR Monsters ALPHA packs,MONSTERS_ALPHA,0
moo.tkn.near,Moo,Moo,18
moodeng.token0.near,MOODENG,MOODENG,18
moon2.token0.near,MOON,MOON,18
moon1.token0.near,To the MOON,MOON,18
harvest-moon.near,Moonlight Token,MOON,8
dev.harvest-moon.near,Moonlight Token,MOON,8
moon3.token0.near,MOON,MOON,18
moon.tkn.near,Moon,MOON,18
moon.token0.near,Moon or Dust,MOON,18
aa-harvest-moon.near,Moonlight Token,MOON,8
34.omt.tg,MOON,MOON,24
moonc.tkn.near,testcrab,moonc,18
mos.tkn.near,Master Of Self,MOS,18
8634f0689a502b3659f2b3c9e5650d365067b48a.factory.bridge.near,Motion,MOTION,4
moto.aidols.near,  Hello Moto,MOTO,24
mp02.tkn.near,MagicP Pro 02,MP02,2
mp18.tkn.near,MagicP Pro,MP18,18
mpa.tkn.near,Minority Programmers,MPA,18
mpp.token0.near,Mbapepe,MPP,18
meteor-point.near,Meteor Point,MPT,8
meteor-points.near,Meteor Points,MPTS,8
mrd.tkn.near,Mad Rat Dead,MRD,18
mrktng.tkn.near,Marketing token,MRKTNG,6
mskyi.tkn.near,moonsky,mskyi,18
mstm-1183.meme-cooking.near,monster mom,mstm,18
msupport.gra-fun.near,FIXED MS AID,msupport,24
mt.tfactory.near,MoneyTruck,MT,18
mttr.tkn.near,Matter,MTTR,18
mtv.gra-fun.near,MEME TV,MTV,24
musa.gra-fun.near,MusaAi,MUSA,24
musk.token0.near,Elon,MUSK,18
musk1.token0.near,MUSK EMPIRE,MUSK,18
muskatr.aidols.near,Musketeer AI,MUSKATR,24
mutant-1282.meme-cooking.near,MUTANT,MUTANT,18
mvmaster.aidols.near,Meme Vault Master,MVMaster,24
mvp.tkn.near,Maximum Viable Potential,MVP,18
mwalc-1122.meme-cooking.near,MoonWALC,MWALC,18
mwn.aidols.near,Meme Wizard NEAR,MWN,24
janoshwerlen.near,maxicoin,MXCN,0
mxtl.metalira.near,MetaLira,MXTL,24
mainneardev.near,My Meme Near Token,myNEAR,24
mz.tkn.near,Meinen Zutrunk!,mz,0
n0t.token0.near,N0TC01N,N0T,18
na.tkn.near,Noise Art,NA,18
nai.tkn.near,Near AI,NAI,18
naid.aidols.near,NEARAID,NAID,24
nain.aidols.near,NearAI Navigator,NAIN,24
nald.aidols.near,NearAI Legend,NALD,24
naranja.dagro.near,Naranja,NARANJA,6
navi.aidols.near,NearAI Navigator,NAVI,24
navy-13.aidols.near,NearAI Voyager,NAVY,24
navy.aidols.near,Navvy Nook,NAVY,24
nb.tkn.near,Nice Body,NB,18
nbonk.tkn.near,Near Bonk Token,NBONK,18
nbt.tkn.near,NEAR BEER TOKEN,NBT,18
nbtc.token0.near,NewBitcoin,NBTC,18
nbtc.toalice.near,Near WTC,NBTC,8
nbtc.bridge.near,Near WBTC,NBTC,8
token.n_btc.near,NEAR BTC,NBTC,8
nbuddy.aidols.near,NearBuddy,NBUDDY,24
nc.tkn.near,Nearcat,NC,18
nchad-243.meme-cooking.near,Near Giga Chad,NCHAD,18
nchef-233.meme-cooking.near,Near Chef,NCHEF,18
ncn.tkn.near,NEARCOIN,NCN,18
nd.tkn.near,NearDog,ND,8
ndai.tkn.near,nDAI,NDAI,18
ndao.tkn.near,NEAR NFT DAO,NDAO,18
ndao.nrc-20.near,NDAO,NDAO,8
ndc.tkn.near,ObamaSonicTrumpSkidanovPolosukhinSonicInuTen,NDC,18
ndeng-1206.meme-cooking.near,NEARDENG,NDENG,18
ndoge-288.meme-cooking.near,NEAR DOGE,nDOGE,18
neair.tkn.near,NeAIr Protocol,NEAIR,18
nealr.tkn.near,NEAIR,NEAlR,18
near.aidols.near,NEAR Navigator,NEAR,24
near.tkn.near,NEAR,NEAR,18
28.contract.portalbridge.near,NEAR Protocol,NEAR,8
near-14.aidols.near,Protocol Pal,NEAR,24
near-18.aidols.near,142.37,NEAR,24
near2024.token0.near,NEAR End Of 2024,NEAR2024,18
nearai.aidols.near,NearAI Navigator,NEARAI,24
nearai.token0.near,NearAI SECRET AGENT,NEARAI,18
nearbit.tkn.near,NEARBIT,NEARBIT,18
nearchad.nrc-20.near,NEARCHAD,NEARCHAD,0
neardog.tkn.near,NEARDOG,NEARDOG,18
neardoge.tkn.near,neardoge,neardoge,18
neards-1382.meme-cooking.near,NEARed,NEARDS,18
neareum.tkn.near,Illia + Vitalik = Friends 💏,NEAREUM,18
near_starter_index_token.near,Near Index Alpha Pool,NEARIA,24
nearkat.tkn.near,NEARKAT,NEARKAT,18
nearkatwifhat.tkn.near,Nearkat Wif Hat,nearkatwifhat,18
nearkatwifhatv3.tkn.near,Nearkat Wif Hat,nearkatwifhatv3,18
nearkatwifthatv2.tkn.near,Nearkat Wif Hat v2,NearkatWiftHatv2,18
nearnft.tkn.near,NEAR NFT,NEARnft,18
nearo-230.meme-cooking.near,Nearo,Nearo,18
nearowski.tkn.near,Mike Nearowski,NEAROWSKI,18
nearpunk.tkn.near,NEARPUNK,NEARPUNK,18
nearrewards.near,$NEAR rewards at https://nearrewards.com,NearRewards.com,17
nearreward.near,$NEAR rewards at https://nearrewards.io,NearRewards.io,6
nearsam.aidols.near,Uncle NEAR-Sam,NEARSAM,24
nearth.aidols.near,NearThrifty,NEARth,24
nearvember-337.meme-cooking.near,NEARvember,NEARvember,18
nearnvidia.near,NearVidia,NEARVIDIA,8
neato-1204.meme-cooking.near,Neato,Neato,18
neato.token0.near,NEATO AI,NEATO,18
neaurora-349.meme-cooking.near,neaurora,neaurora,18
neir.tkn.near,NEIR,NEIR,18
neiro2.token0.near,Neiro,NEIRO,18
neiro.token0.near,NEIRO,NEIRO,18
ft.nekotoken.near,NEKO(OLD),NEKO(OLD),0
neon.tkn.near,Neon Girls,NEON,9
nepe-290.meme-cooking.near,NEPE,NEPE,18
nerd20.gra-fun.near,Geeky,nerd20,24
nersig-282.meme-cooking.near,NEAR SIGMA,NERSIG,18
nescot-1059.meme-cooking.near,NEARSCOT,NESCOT,18
net.tkn.near,near express,Net,18
neth.tkn.near,nETH,NETH,18
newbn.gra-fun.near,CVXXV Reimagined,newbn,24
newgwc.gra-fun.near,EfficiencyReform,newgwc,24
newrkt.gra-fun.near,BAKTT Revamped,newrkt,24
nexp.near,NEXP,NEXP,4
nezha.aidols.near,NeZha,NEZHA,24
nezha.token0.near,Nezha,NEZHA,18
nfc.tknx.near,Noah's Friendly Consulting,NFC,18
nfdagent.aidols.near,NFDeaf Ambassador,NFDAgent,24
nfdeaf.aidols.near,NFDeaf,NFDeaf,24
nfonke.token0.near,fake fock ponke on near,NFONKE,18
nft.tkn.near,Nfties,NFT,18
nftm.tkn.near,NFTMilloniare Coin,NFTM,18
nftticketdarai.tkn.near,Nft Ticket Darai,NftTicketDarai,0
ngmi.tkn.near,N.G.M.I.,NGMI,10
ngnc.tkn.near,NGN Coin,NGNC,6
nibu.tkn.near,NEAR Shiba Inu,NIBU,18
nico.tkn.near,NICO,nico,18
nico131.tkn.near,nico131,nico131,18
nico132.tkn.near,nico132,nico132,18
nicotknx.tknx.near,nicotknx,nicotknx,18
nimedix.near,NiMEDix,NiM,24
nk.tkn.near,NearKat,NK,18
nkat.tkn.near,nub Nearkat,nKat,18
nkok.tkn.near,Nearkok,nKOK,18
nm.aidols.near,NearMeme,NM,24
nmcd-493.meme-cooking.near,NMCD,NMCD,18
nmeme.tkn.near,NEAR MEME DAILY,nMEME,18
nmixx.token0.near,NMIXX,NMIXX,18
nmoon.tkn.near,$MOON,nMOON,18
nochill-176.meme-cooking.near,Zero Chill,noChill,18
nocover.gra-fun.near,"Zero Assurance, Zero Protection",nocover,24
