"TX_HASH","RECEIPT_OBJECT_ID","BLOCK_ID","BLOCK_TIMESTAMP","RECEIPT_INDEX","CHUNK_HASH","RECEIPT_ACTIONS","EXECUTION_OUTCOME","RECEIPT_OUTCOME_ID","RECEIVER_ID","SIGNER_ID","RECEIPT_TYPE","GAS_BURNT","STATUS_VALUE","LOGS","PROOF","METADATA","RECEIPT_SUCCEEDED","ERROR_TYPE_0","ERROR_TYPE_1","ERROR_TYPE_2","ERROR_MESSAGE","_LOAD_TIMESTAMP","_PARTITION_BY_BLOCK_NUMBER"
"J8NmxLxi32S1fFiPtZFUWnPt2UXqrbB8aen1G2D2FTWK","G478WETBq6NbDVHiBypST3Bh5GGhxWmVvJPd2nSFvBA2","81740751","2022-12-29 17:49:26.475","0","DtrgRyGDdcBsF7oMSkaPr4wrvsBKBfBWnD1VvxWLK8wJ","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""70b0315968eb7e1e310f330be9ab8185939862c88f5225272669eb522bc4b8a0"",""signer_public_key"":""ed25519:8atVJPkJ2X93XQ5yVPuBTJuGKrR8d8UCmn313gCFdZ5R""}},""receipt_id"":""G478WETBq6NbDVHiBypST3Bh5GGhxWmVvJPd2nSFvBA2"",""receiver_id"":""70b0315968eb7e1e310f330be9ab8185939862c88f5225272669eb522bc4b8a0""}","{""block_hash"":""DeArWcTgUdfjSwDNtwG8nErdjTUqpA4R2dCaPXbEq6Fz"",""id"":""G478WETBq6NbDVHiBypST3Bh5GGhxWmVvJPd2nSFvBA2"",""outcome"":{""executor_id"":""70b0315968eb7e1e310f330be9ab8185939862c88f5225272669eb522bc4b8a0"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""8Tk9UdqtFt3UBkdQS3u1V88keh8F7kmir2TzHKb9jSKa""},{""direction"":""Right"",""hash"":""JA7VsN4MuR5zAhLnUdmq3m5HRvbHgJ37G6kpiudJtj72""},{""direction"":""Right"",""hash"":""FHiRQ6N9BNReucmnjLY1sFRFnxVon8jfcQi9yPyTGiEN""}]}","[]","70b0315968eb7e1e310f330be9ab8185939862c88f5225272669eb522bc4b8a0","70b0315968eb7e1e310f330be9ab8185939862c88f5225272669eb522bc4b8a0","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""8Tk9UdqtFt3UBkdQS3u1V88keh8F7kmir2TzHKb9jSKa""},{""direction"":""Right"",""hash"":""JA7VsN4MuR5zAhLnUdmq3m5HRvbHgJ37G6kpiudJtj72""},{""direction"":""Right"",""hash"":""FHiRQ6N9BNReucmnjLY1sFRFnxVon8jfcQi9yPyTGiEN""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"13b19GRXHh7wAkmMaqzBrtJSe6LGSdKrHX9ygWXuogDU","hv87gPUUiuV7Y4v5jj5LNKEdrqaa6ZfrfuAtzmZrHBv","81742363","2022-12-29 18:20:38.495","0","E23YHXh8T9MTSBsvSYdDw8uZKJMmhWwZQDLbd88BstUg","{""predecessor_id"":""c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083"",""signer_public_key"":""ed25519:ECUp3xzzihogbgXxY7Zmc5eG6Kc7D9YSrd6xP3kcib8n""}},""receipt_id"":""hv87gPUUiuV7Y4v5jj5LNKEdrqaa6ZfrfuAtzmZrHBv"",""receiver_id"":""aurora""}","{""block_hash"":""8hQcftNzpQyTchgBiAbcgWV8Q5jqAD2ATkjauGVHJQjZ"",""id"":""hv87gPUUiuV7Y4v5jj5LNKEdrqaa6ZfrfuAtzmZrHBv"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""BKqcwtUrWJq5KChu4P3p6DonMfks1fY6RZKSQcQoi2w5""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""AZCwMGYPHWi6Mun7LNZJDPcHNjSFiRmV9xr2YH2HBPXq""}]}","[""BKqcwtUrWJq5KChu4P3p6DonMfks1fY6RZKSQcQoi2w5""]","aurora","c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""AZCwMGYPHWi6Mun7LNZJDPcHNjSFiRmV9xr2YH2HBPXq""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"13b19GRXHh7wAkmMaqzBrtJSe6LGSdKrHX9ygWXuogDU","BKqcwtUrWJq5KChu4P3p6DonMfks1fY6RZKSQcQoi2w5","81742364","2022-12-29 18:20:39.580","0","9abu5uqSuuY2TKkRh1RBuNYU3gy1kvDu76KczTyKiqSX","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083"",""signer_public_key"":""ed25519:ECUp3xzzihogbgXxY7Zmc5eG6Kc7D9YSrd6xP3kcib8n""}},""receipt_id"":""BKqcwtUrWJq5KChu4P3p6DonMfks1fY6RZKSQcQoi2w5"",""receiver_id"":""c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083""}","{""block_hash"":""4buEUFW3gzkyXxmCvRmgJ1AcRRBweKuQRK3n6K7QPjwn"",""id"":""BKqcwtUrWJq5KChu4P3p6DonMfks1fY6RZKSQcQoi2w5"",""outcome"":{""executor_id"":""c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[]}","[]","c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083","c418c3e3e7e70ff91f7b2c16c7015850751330f1d9d7a047c31dcd7998341083","action","424555062500","{""SuccessValue"":""""}","[]","[]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"8rspd9TEG8f8khrgJnVpiYsqKR6ocV57iHesNAUXctr3","D7LeTksY8Rcv2vo4YEC8Du3UY8ywVb468gHUss9wEuqu","81743828","2022-12-29 18:48:38.586","6","5MUmDFpKH7iaw7PFzyUdcNNrLp44SR3hjZMxRJAS4gpJ","{""predecessor_id"":""a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638"",""signer_public_key"":""ed25519:CEvPUSrW8s4F3ysxKfMN8dhHRqgycghmgcVwJKE3pLXh""}},""receipt_id"":""D7LeTksY8Rcv2vo4YEC8Du3UY8ywVb468gHUss9wEuqu"",""receiver_id"":""usdt.tether-token.near""}","{""block_hash"":""J8fMLFbX46CGpg3wvEDTUvsDsEj6RHaFPvfrTJ4rrvv7"",""id"":""D7LeTksY8Rcv2vo4YEC8Du3UY8ywVb468gHUss9wEuqu"",""outcome"":{""executor_id"":""usdt.tether-token.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""G12Qk9ENFg4cHX6mZvxvFPR2nEncqCeoGeFZHwFePpzA""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""96jRGHmLS1AXr6xNgdwDjfSXwYSY5j4t9A7Rgiirh4i1""},{""direction"":""Right"",""hash"":""8bPauYJJbxDJw7ExvoHnHz6v35j1bswzTzurNxfumqSZ""},{""direction"":""Left"",""hash"":""245YBCrVU8kKa3NpeJE2oCqpdNzX5cVWpqtsFasG77ke""},{""direction"":""Left"",""hash"":""B2HDNkChZ37bugB2qzgmB7fn1N2JAu3Q57MwVv4B81CG""},{""direction"":""Right"",""hash"":""F2rfWRjnvFUiju3wvwaS4G79zkUNLx3D8KR25Gf3THTF""}]}","[""G12Qk9ENFg4cHX6mZvxvFPR2nEncqCeoGeFZHwFePpzA""]","usdt.tether-token.near","a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""96jRGHmLS1AXr6xNgdwDjfSXwYSY5j4t9A7Rgiirh4i1""},{""direction"":""Right"",""hash"":""8bPauYJJbxDJw7ExvoHnHz6v35j1bswzTzurNxfumqSZ""},{""direction"":""Left"",""hash"":""245YBCrVU8kKa3NpeJE2oCqpdNzX5cVWpqtsFasG77ke""},{""direction"":""Left"",""hash"":""B2HDNkChZ37bugB2qzgmB7fn1N2JAu3Q57MwVv4B81CG""},{""direction"":""Right"",""hash"":""F2rfWRjnvFUiju3wvwaS4G79zkUNLx3D8KR25Gf3THTF""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"8rspd9TEG8f8khrgJnVpiYsqKR6ocV57iHesNAUXctr3","G12Qk9ENFg4cHX6mZvxvFPR2nEncqCeoGeFZHwFePpzA","81743829","2022-12-29 18:48:39.765","2","A8s32HgKE278RLtvfFNmkELY9MAV6rnAYhUuJfyxVnU3","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638"",""signer_public_key"":""ed25519:CEvPUSrW8s4F3ysxKfMN8dhHRqgycghmgcVwJKE3pLXh""}},""receipt_id"":""G12Qk9ENFg4cHX6mZvxvFPR2nEncqCeoGeFZHwFePpzA"",""receiver_id"":""a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638""}","{""block_hash"":""5KfbKGHrnzNfGADsNtYYWL8wt5JLnjihZ2Qq7spfThAt"",""id"":""G12Qk9ENFg4cHX6mZvxvFPR2nEncqCeoGeFZHwFePpzA"",""outcome"":{""executor_id"":""a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""H8ywdeGrK9UFzkVLC4KC55xJUvDpNojcHMPjD6rkq1h5""},{""direction"":""Left"",""hash"":""4uyZtYZyxHecxkxJsndPDMM1nv3xpceVG7FhFstnq5RR""},{""direction"":""Right"",""hash"":""WSJD3PKUnYuJWK58hq4JaSyUmZ1p5tw9PdVPfCUUXUs""}]}","[]","a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638","a70178dc4cc4e0ce6d932f2fffaacf809eaa8e930d67a89c09c579719440d638","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""H8ywdeGrK9UFzkVLC4KC55xJUvDpNojcHMPjD6rkq1h5""},{""direction"":""Left"",""hash"":""4uyZtYZyxHecxkxJsndPDMM1nv3xpceVG7FhFstnq5RR""},{""direction"":""Right"",""hash"":""WSJD3PKUnYuJWK58hq4JaSyUmZ1p5tw9PdVPfCUUXUs""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"Gxz42whNgets4tBRUJtnWJhzcnnxaMx5PUDwtAv2YcDp","G7HiiGVBWxgHiVynavrAH4txewiEVnqm1TTGJttiB2uD","81745050","2022-12-29 19:12:22.252","0","33WrdAfVYPAeWRSQspDduF2ymqpW5TLJYM4uLWXC7YiM","{""predecessor_id"":""christinas.near"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""christinas.near"",""signer_public_key"":""ed25519:3Bz3BDxE684gkzm2sWNQe8fVqKfLWEQiJaQj8jfsVcRk""}},""receipt_id"":""G7HiiGVBWxgHiVynavrAH4txewiEVnqm1TTGJttiB2uD"",""receiver_id"":""token.elcafecartel.near""}","{""block_hash"":""3W8kAbwDuS5YAfwLuLRZLQ12RPzh3XDRfTkqWazSwWB1"",""id"":""G7HiiGVBWxgHiVynavrAH4txewiEVnqm1TTGJttiB2uD"",""outcome"":{""executor_id"":""token.elcafecartel.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""3Hn8mc6x7gU9qNzZLkuwqk7YHqp9pwT8jz5waKidNS9x""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Right"",""hash"":""5iVtnGmE9bdWvywWCUF918oot9L47sniJfMHu1hxBSXu""},{""direction"":""Right"",""hash"":""485sFvae9DHght1Zv3rNXVqn8ohmnpFFmFDeJZmVH5KY""},{""direction"":""Left"",""hash"":""6rDXbsFmxaQH2N7KEJu7uh4vPyKZpAbuv6zKXNoC7NpY""},{""direction"":""Right"",""hash"":""B5W6CS4XcMLUWanVZ6w3y6MxbE9mXETAeVrSSUuHicWV""}]}","[""3Hn8mc6x7gU9qNzZLkuwqk7YHqp9pwT8jz5waKidNS9x""]","token.elcafecartel.near","christinas.near","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""5iVtnGmE9bdWvywWCUF918oot9L47sniJfMHu1hxBSXu""},{""direction"":""Right"",""hash"":""485sFvae9DHght1Zv3rNXVqn8ohmnpFFmFDeJZmVH5KY""},{""direction"":""Left"",""hash"":""6rDXbsFmxaQH2N7KEJu7uh4vPyKZpAbuv6zKXNoC7NpY""},{""direction"":""Right"",""hash"":""B5W6CS4XcMLUWanVZ6w3y6MxbE9mXETAeVrSSUuHicWV""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"Gxz42whNgets4tBRUJtnWJhzcnnxaMx5PUDwtAv2YcDp","3Hn8mc6x7gU9qNzZLkuwqk7YHqp9pwT8jz5waKidNS9x","81745051","2022-12-29 19:12:23.364","0","35jkKMfrZrvBezupuFywqLJCzd1e5SMCNsNdJQT3V2KL","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""christinas.near"",""signer_public_key"":""ed25519:3Bz3BDxE684gkzm2sWNQe8fVqKfLWEQiJaQj8jfsVcRk""}},""receipt_id"":""3Hn8mc6x7gU9qNzZLkuwqk7YHqp9pwT8jz5waKidNS9x"",""receiver_id"":""christinas.near""}","{""block_hash"":""GVQoPVmPobYd3Pvh889Ej4oumK9jV8yfQpQ1AsFYerZ2"",""id"":""3Hn8mc6x7gU9qNzZLkuwqk7YHqp9pwT8jz5waKidNS9x"",""outcome"":{""executor_id"":""christinas.near"",""gas_burnt"":223182562500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""5S7PyWkpCgd54SZGP8FSFkLMU4UzPKP6U4F6cXKBbh3N""}]}","[]","christinas.near","christinas.near","action","223182562500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""5S7PyWkpCgd54SZGP8FSFkLMU4UzPKP6U4F6cXKBbh3N""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"4LQpqtfxGnRiJgjbyjY1sXngwqyFmFkQGT4PedAescEL","GbrohXrBSzr8zHnr6LWkrFD4Tnj5yYRMhCSLWBvrt67J","81746695","2022-12-29 19:43:46.421","1","Go3a7gEF5dj8CLaBYYTzpbW9YDMcHzux3vFbgRmvdJD8","{""predecessor_id"":""15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee"",""signer_public_key"":""ed25519:2UgagWsn5R8dxX6Kq6UcsGYdPLzuVmWFdryH8Rf149K3""}},""receipt_id"":""GbrohXrBSzr8zHnr6LWkrFD4Tnj5yYRMhCSLWBvrt67J"",""receiver_id"":""aurora""}","{""block_hash"":""8bxaqm6wTHH6ryvvHLYwVc6R2SAWszGXb1MsF4D3sWn8"",""id"":""GbrohXrBSzr8zHnr6LWkrFD4Tnj5yYRMhCSLWBvrt67J"",""outcome"":{""executor_id"":""aurora"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""13E1xhU2pPsWF84ZoTSuQfc76HPxqCEuFGCsyDkaULQP""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""DoXdLctHkSNZqyLePFYj7WZmh1ASMatXn6stKveNp77X""}]}","[""13E1xhU2pPsWF84ZoTSuQfc76HPxqCEuFGCsyDkaULQP""]","aurora","15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""DoXdLctHkSNZqyLePFYj7WZmh1ASMatXn6stKveNp77X""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"4LQpqtfxGnRiJgjbyjY1sXngwqyFmFkQGT4PedAescEL","13E1xhU2pPsWF84ZoTSuQfc76HPxqCEuFGCsyDkaULQP","81746696","2022-12-29 19:43:47.354","3","3Q2HALoRfFdbmoy3wHbjVUMNsAn1iUEVEF7rwYbghasi","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee"",""signer_public_key"":""ed25519:2UgagWsn5R8dxX6Kq6UcsGYdPLzuVmWFdryH8Rf149K3""}},""receipt_id"":""13E1xhU2pPsWF84ZoTSuQfc76HPxqCEuFGCsyDkaULQP"",""receiver_id"":""15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee""}","{""block_hash"":""B684LuXZtWmkxGmJfUi74L82EMaRBkF4Q4fEtxobYFCS"",""id"":""13E1xhU2pPsWF84ZoTSuQfc76HPxqCEuFGCsyDkaULQP"",""outcome"":{""executor_id"":""15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Left"",""hash"":""6TfhN3LgkM4nBLZDx6Y6zcRfX39xxAJUGHaPChcD32w9""},{""direction"":""Left"",""hash"":""DXPneDn1n2mpzBauHHDSC4Hqu5kGQe9z1rpZ748qHpuf""}]}","[]","15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee","15f31f7177123d19002f6e66219df4d0a9c81d88c723db8cc6dd2206a00554ee","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""6TfhN3LgkM4nBLZDx6Y6zcRfX39xxAJUGHaPChcD32w9""},{""direction"":""Left"",""hash"":""DXPneDn1n2mpzBauHHDSC4Hqu5kGQe9z1rpZ748qHpuf""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81740000"
"u96vSZHKF4QHCRijrK7WUH8WN2SBhWkkYPm3EsaKFtP","9rrKKt7NnLtJaHfdFDae8oWfeDgujEZku7xa73FLmMCs","81768603","2022-12-30 02:40:43.207","0","DrHhrMxqhpfNuVp4TCp2B3PW1wNVzigJ15Q3BFa3zzva","{""predecessor_id"":""9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147"",""signer_public_key"":""ed25519:BbkLLC2miU6wTy8eHsGKFtN14CGzkxSBX3viaoV8bjmg""}},""receipt_id"":""9rrKKt7NnLtJaHfdFDae8oWfeDgujEZku7xa73FLmMCs"",""receiver_id"":""2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near""}","{""block_hash"":""JCu3Ds9DMBB5f5m7BoisJJdzVndhChDcWEo2CxnbthkA"",""id"":""9rrKKt7NnLtJaHfdFDae8oWfeDgujEZku7xa73FLmMCs"",""outcome"":{""executor_id"":""2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""6qZAR2i5657YMh4be7ggMaPGARDXur9tSWtHjEz2ZqDo""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""8Dqh442xGCSkURQggtE8tQ5bbtxMdBvYHQDB9L6EAcEQ""},{""direction"":""Right"",""hash"":""D4QVUP6e6svQVD8KhisSFAX5yNtVNwRsfiWQbSGqUejC""}]}","[""6qZAR2i5657YMh4be7ggMaPGARDXur9tSWtHjEz2ZqDo""]","2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near","9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""8Dqh442xGCSkURQggtE8tQ5bbtxMdBvYHQDB9L6EAcEQ""},{""direction"":""Right"",""hash"":""D4QVUP6e6svQVD8KhisSFAX5yNtVNwRsfiWQbSGqUejC""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81760000"
"u96vSZHKF4QHCRijrK7WUH8WN2SBhWkkYPm3EsaKFtP","6qZAR2i5657YMh4be7ggMaPGARDXur9tSWtHjEz2ZqDo","81768604","2022-12-30 02:40:44.467","0","5PXHx9SKh4azyPGPtaSmcXtqd6zgYMaYqwwsG6mdPNPc","{""predecessor_id"":""system"",""receipt"":{""Action"":{""actions"":[{""Transfer"":{""deposit"":""324178500000000000""}}],""gas_price"":""0"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147"",""signer_public_key"":""ed25519:BbkLLC2miU6wTy8eHsGKFtN14CGzkxSBX3viaoV8bjmg""}},""receipt_id"":""6qZAR2i5657YMh4be7ggMaPGARDXur9tSWtHjEz2ZqDo"",""receiver_id"":""9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147""}","{""block_hash"":""FXQz5nB28KnBQdrbi5DiMwxmaAoCeMRTnQTwaYPQ6Q85"",""id"":""6qZAR2i5657YMh4be7ggMaPGARDXur9tSWtHjEz2ZqDo"",""outcome"":{""executor_id"":""9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147"",""gas_burnt"":424555062500,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[],""status"":{""SuccessValue"":""""},""tokens_burnt"":""0""},""proof"":[{""direction"":""Right"",""hash"":""9NPg7zfHFXMjZPxNDiMxeEwVKTfR5Y3qN5VsTVo5tmJk""},{""direction"":""Right"",""hash"":""5iznbC6weFQ6zfxiMv7fCsN1mDhLEB4xYGpcbqFfRL59""}]}","[]","9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147","9d7b9d27401ee08ae960cdcfc142ab5fdd165c4515f340f3f397910d90536147","action","424555062500","{""SuccessValue"":""""}","[]","[{""direction"":""Right"",""hash"":""9NPg7zfHFXMjZPxNDiMxeEwVKTfR5Y3qN5VsTVo5tmJk""},{""direction"":""Right"",""hash"":""5iznbC6weFQ6zfxiMv7fCsN1mDhLEB4xYGpcbqFfRL59""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 04:01:28.680","81760000"
"9DYAL1hfRcNHbmD2dZe1iVp9jz1SZWA2waL7xmVqHAs8","4B9brKMKYsEwKtaJAqAzV19ojHbvgTCRhX6LSy6EQ6to","81792482","2022-12-30 10:13:14.796","0","CHmAELAy3o9HCHrTg1mASwC34dtigKgfDkZNRwu3ea88","{""predecessor_id"":""funksteady.near"",""receipt"":{""Action"":{""actions"":[],""gas_price"":""103000000"",""input_data_ids"":[],""output_data_receivers"":[],""signer_id"":""funksteady.near"",""signer_public_key"":""ed25519:CHjyJKMieW99ChYYxmQRxXfwqaPThQJTHcCTJNY2f8Dp""}},""receipt_id"":""4B9brKMKYsEwKtaJAqAzV19ojHbvgTCRhX6LSy6EQ6to"",""receiver_id"":""token.elcafecartel.near""}","{""block_hash"":""HAJozhb2ZdGyNfwChKKrXFh6DkBsi8VkCoFnA3TkBhst"",""id"":""4B9brKMKYsEwKtaJAqAzV19ojHbvgTCRhX6LSy6EQ6to"",""outcome"":{""executor_id"":""token.elcafecartel.near"",""gas_burnt"":108059500000,""logs"":[],""metadata"":{""gas_profile"":[],""version"":1},""receipt_ids"":[""33GzcKy5EjNBSiLodwv29pvsy3cVv4o9VQ57RtnhyRQd""],""status"":{""SuccessValue"":""""},""tokens_burnt"":""10805950000000000000""},""proof"":[{""direction"":""Left"",""hash"":""7tG9ndRX5h4E9bbXEkUBWvJKmXWUuQYWNMwec6DE5Dd3""},{""direction"":""Right"",""hash"":""GkCsCHeJZhQVdRjv1YpGy7k8RaTme44bb1gAnEybbc3U""}]}","[""33GzcKy5EjNBSiLodwv29pvsy3cVv4o9VQ57RtnhyRQd""]","token.elcafecartel.near","funksteady.near","action","108059500000","{""SuccessValue"":""""}","[]","[{""direction"":""Left"",""hash"":""7tG9ndRX5h4E9bbXEkUBWvJKmXWUuQYWNMwec6DE5Dd3""},{""direction"":""Right"",""hash"":""GkCsCHeJZhQVdRjv1YpGy7k8RaTme44bb1gAnEybbc3U""}]","{""gas_profile"":[],""version"":1}",true,,,,,"2023-01-05 05:01:24.202","81790000"
